TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
2,1.0,3,6,1,,1,0,53513,10353,5176,37984,41,0,1,9,55600,-60400,250,1,841,1219.06,4,12,2001,1
2,0.0,3,6,1,,1,0,53063,10312,5156,37595,41,0,1,4,55600,-60400,249,1,863,1206.47,3,3,2000,1
2,1.0,3,6,1,0.0,1,0,56813,10654,5327,40832,41,0,6,4,17300,-60400,257,1,677,1311.31,3,3,2002,1
0,2.0,3,6,3,0.0,2,1,77372,12735,11384,53253,49,1,6,6,34400,0,342,0,1000,1591.28,1,14,2010,1
2,0.0,1,2,1,,1,0,75400,15080,7540,52780,43,0,3,3,54500,-72100,260,1,500,982.22,1,7,2011,0
0,2.0,3,3,3,0.0,2,1,63244,12210,8180,42854,47,1,6,6,34400,0,286,1,1000,1634.77,5,14,2008,1
0,2.0,1,6,3,,2,1,57276,11988,6826,38462,46,1,3,6,34400,-33100,262,1,1000,1653.15,1,14,2007,1
0,2.0,3,3,3,,2,1,53309,11841,5927,35541,45,1,3,6,34400,0,246,1,1000,1665.36,5,14,2006,1
0,0.0,0,1,3,,2,1,74724,11160,9219,54345,40,1,6,3,0,0,207,2,665,1332.95,0,13,2010,1
0,0.0,3,1,3,,1,1,79654,8216,13508,57930,42,1,6,3,0,-43600,257,1,925,1291.14,2,13,2007,1
0,2.0,0,1,3,,1,1,80084,7959,13882,58243,43,1,6,3,0,0,262,2,948,1287.49,0,2,2007,1
0,2.0,3,3,3,,1,1,64529,5713,11425,47391,60,1,4,10,82600,-49500,428,1,834,1465.98,3,5,2010,1
0,2.0,3,4,3,,1,1,64260,5736,11473,47051,59,0,4,11,0,-49500,425,2,811,1475.66,3,5,2010,1
1,,2,6,1,0.0,2,0,4200,420,840,2940,34,0,3,9,70900,-61100,133,1,500,1074.07,0,8,2013,0
0,1.0,3,3,3,,1,1,64485,5716,11433,47336,60,1,4,11,0,0,428,2,830,1467.56,3,11,2010,0
0,2.0,1,4,3,,2,1,79785,6926,19115,53744,41,1,3,13,75800,0,257,0,500,1029.3,4,9,2008,1
0,2.0,1,1,2,0.0,2,1,75924,7339,15945,52640,43,1,5,13,75800,-44400,256,1,500,994.92,4,10,2007,1
0,2.0,4,4,3,1.0,0,1,67699,10397,12015,45287,58,0,4,10,82600,-49500,445,2,1000,1112.43,5,11,2008,1
0,2.0,3,4,3,1.0,0,1,67429,9321,11808,46300,59,1,4,10,82600,-49500,447,0,1000,1175.19,5,11,2009,1
0,2.0,4,3,3,1.0,1,1,66859,7052,11371,48436,61,0,1,10,51500,-52100,452,0,1000,1307.54,3,11,2011,1
0,2.0,0,2,3,1.0,0,0,52650,5850,5850,40950,45,0,0,6,38500,0,290,2,1000,1311.3,5,6,2001,1
0,0.0,3,6,3,0.0,0,1,60161,7071,7071,46019,30,0,1,0,0,-35500,112,1,500,912.59,1,14,2005,0
0,0.0,1,6,3,,0,1,62820,9459,9459,43902,30,0,3,5,21100,-35500,89,1,500,701.81,1,14,2010,1
0,0.0,4,6,3,0.0,0,0,35868,4022,5951,25895,47,0,4,6,59900,0,322,0,2000,1020.49,5,2,2005,1
0,0.0,4,6,3,,1,0,35886,5770,4644,25472,45,0,4,6,59900,0,293,0,2000,1026.28,2,2,2006,1
0,1.0,0,6,3,0.0,1,0,35889,6099,4398,25392,45,0,0,6,59900,-34800,288,0,2000,1027.37,5,2,2006,1
2,1.0,0,6,1,,0,1,42240,7680,7680,26880,49,0,6,1,0,-46000,322,0,2000,1277.12,3,4,2007,0
0,0.0,4,1,3,,1,0,35896,6765,3900,25231,44,0,4,6,59900,-34800,277,0,2000,1029.58,2,3,2007,1
0,2.0,1,2,3,1.0,2,1,53264,11820,5910,35534,45,1,3,6,34400,-46900,246,1,1005,1663.71,5,6,2006,1
0,0.0,0,2,3,1.0,2,1,50155,7835,3917,38403,40,1,3,6,46100,-46900,257,1,1967,1317.69,5,13,2008,1
0,2.0,1,3,3,,2,1,52915,11372,5686,35857,44,1,3,6,34400,-33100,247,1,1113,1624.8,5,6,2006,1
0,2.0,1,2,3,,2,1,50913,8807,4403,37703,41,1,0,6,34400,-33100,254,1,1733,1402.11,5,13,2007,1
2,2.0,0,0,1,,1,1,43869,4727,4727,34415,29,1,2,3,57100,0,69,2,1863,1211.12,2,10,2006,1
2,0.0,1,5,1,,1,1,44423,5907,5907,32609,31,1,2,3,57100,0,86,2,1410,1240.38,5,10,2003,1
2,1.0,3,4,1,0.0,0,1,47590,4511,5751,37328,36,0,4,12,0,0,166,0,870,1481.29,0,3,2000,1
2,2.0,3,2,1,0.0,0,1,52096,4632,7520,39944,34,0,4,12,0,0,128,0,697,1580.65,4,8,1998,1
2,2.0,3,4,1,1.0,0,1,52827,4652,7807,40368,34,0,4,12,0,0,122,0,669,1596.78,4,3,1997,1
2,1.0,0,4,1,,2,1,84293,15753,7876,60664,52,0,0,6,49500,-81100,351,0,500,1793.36,2,5,2004,1
2,1.0,1,4,1,,2,1,91398,16685,8343,66370,55,1,5,6,61100,-81100,410,0,500,1913.34,2,9,2004,1
2,1.0,0,4,1,1.0,1,0,73034,15888,1537,55609,31,0,6,6,0,-44200,145,1,500,1160.03,4,3,2014,1
2,1.0,0,4,1,,1,1,72383,14759,5967,51657,36,0,6,5,64800,0,209,2,500,1017.08,1,3,2013,1
2,2.0,0,4,1,0.0,0,1,44200,4420,4420,35360,37,1,4,12,0,0,195,0,1000,1406.52,4,8,2002,1
2,1.0,0,5,1,0.0,2,1,67545,10174,9020,48351,29,1,6,0,0,-38200,89,0,1000,1334.08,0,11,2009,1
2,1.0,0,5,1,0.0,1,1,54284,5850,5850,42584,53,0,2,4,44000,-63700,411,1,654,1343.14,1,4,2001,1
2,1.0,4,4,1,1.0,1,1,54372,5890,5890,42592,53,0,5,4,0,-63700,411,1,628,1341.8,4,1,2001,1
2,1.0,0,4,1,0.0,1,1,54176,5801,5801,42574,53,0,2,4,44000,-63700,410,1,685,1344.79,4,1,2001,1
2,1.0,3,4,1,,1,1,73813,13919,6959,52935,40,1,6,5,0,0,241,2,500,1025.65,4,6,2011,1
2,1.0,1,4,1,,1,1,73993,13860,6930,53203,41,0,2,3,69500,0,243,2,500,1031.13,4,3,2010,1
2,0.0,4,2,1,0.0,1,1,71972,14394,7197,50381,37,0,1,9,84900,0,181,2,1615,1295.55,2,14,1996,1
2,1.0,4,1,1,0.0,1,1,70643,14129,7064,49450,35,0,6,3,0,0,176,1,1800,1286.78,2,14,1996,1
2,0.0,4,1,1,0.0,2,1,73027,14605,7303,51119,38,0,6,3,84900,0,185,2,1469,1302.51,2,14,1997,1
2,1.0,3,1,2,1.0,2,1,75824,8572,10988,56264,27,1,5,10,0,-38200,87,0,1000,1348.84,4,14,2007,1
0,1.0,3,4,2,0.0,2,1,77056,8457,11591,57008,27,1,6,10,0,-38200,88,0,1000,1338.24,1,14,2007,1
0,0.0,3,2,3,,2,1,61440,10240,10240,40960,57,1,4,8,46300,0,405,1,1000,1132.47,2,11,2008,0
0,1.0,3,4,1,1.0,2,1,74889,8659,10531,55699,27,1,5,10,13100,-38200,86,0,1000,1356.89,1,14,2007,1
0,1.0,0,2,3,1.0,2,0,68532,12068,6753,49711,26,0,3,3,49700,0,75,0,1770,806.85,2,13,2009,1
0,1.0,0,2,3,1.0,2,1,66628,10356,8402,47870,25,0,3,3,47400,0,66,0,967,880.09,2,2,2010,1
0,1.0,0,2,3,1.0,2,1,66099,9881,8858,47360,24,0,3,8,49700,0,64,1,744,900.39,2,13,2011,1
0,1.0,0,4,3,1.0,2,1,66256,10022,8723,47511,24,0,1,3,49700,0,64,1,810,894.37,2,13,2011,1
1,,2,1,1,0.0,0,1,5693,538,1014,4141,25,0,2,6,0,-33300,19,2,1920,1321.74,2,4,2001,1
1,,2,4,1,0.0,0,1,4280,529,638,3113,30,0,2,6,51700,-33300,80,2,1461,1421.06,5,2,1999,1
0,1.0,1,4,3,0.0,1,1,57599,6576,5669,45354,36,0,6,10,44000,0,158,1,500,1345.24,0,10,1998,1
0,1.0,1,4,3,1.0,1,1,54400,5440,10880,38080,37,0,6,5,73700,0,144,2,2000,1896.91,1,4,2015,0
0,2.0,1,4,3,1.0,1,1,58385,6227,5795,46363,37,0,0,10,44000,0,154,2,500,1356.33,4,10,1998,1
0,1.0,1,4,3,0.0,1,1,52942,8643,4922,39377,35,0,0,10,0,0,178,2,500,1279.53,4,3,2000,1
0,0.0,1,2,3,,1,1,58698,6003,5336,47359,38,1,0,10,44000,0,165,1,549,1354.5,5,13,1998,1
0,0.0,1,4,3,,1,1,58541,6040,5112,47389,38,0,0,10,0,0,171,1,568,1349.84,5,10,1999,1
0,1.0,3,2,3,,1,1,58162,6128,4570,47464,39,1,5,10,0,0,184,0,613,1338.6,4,13,1999,1
0,2.0,0,1,3,,0,1,54965,7725,7725,39515,35,0,5,5,0,0,110,0,2000,1372.39,0,3,2015,1
0,1.0,0,1,3,,0,1,54828,7896,7896,39036,35,0,5,5,0,-15700,105,1,2000,1372.06,3,3,2015,1
2,0.0,3,1,1,1.0,2,1,58560,9760,9760,39040,47,1,4,8,0,0,338,0,500,1143.46,2,9,2002,0
0,2.0,1,4,3,,0,1,55356,7239,7239,40878,36,0,5,5,0,-15700,122,0,2000,1373.34,0,6,2015,1
2,0.0,0,2,1,0.0,2,1,70844,7443,13039,50362,60,1,0,8,0,-43300,433,1,642,1096.97,3,9,2006,1
2,0.0,0,6,1,1.0,2,1,70216,7269,12837,50110,60,1,0,8,0,-54400,433,1,631,1094.41,3,9,2006,1
2,1.0,0,4,1,1.0,1,1,51396,5489,7484,38423,48,1,4,4,75800,0,358,1,500,1385.06,1,4,2002,1
2,1.0,0,4,1,1.0,1,1,50483,5328,7857,37298,47,0,4,4,75800,0,343,2,500,1398.42,4,4,2003,1
2,1.0,4,4,1,0.0,1,1,48692,5013,8588,35091,45,0,4,4,44000,0,313,2,500,1424.61,4,2,2005,1
2,2.0,0,4,1,1.0,1,1,54331,6006,6286,42039,51,1,2,4,44000,0,406,1,500,1342.14,1,4,1999,1
2,1.0,1,4,1,,1,1,73252,8308,12082,52862,34,1,5,8,61100,-64500,170,0,500,1488.8,2,5,2007,1
2,0.0,1,5,1,0.0,1,1,67300,6730,6730,53840,34,1,4,8,0,0,121,1,500,1285.42,5,5,2000,1
2,0.0,3,4,1,,1,1,71101,10577,9842,50682,38,0,5,9,61100,0,190,0,500,1502.74,2,5,2005,1
2,1.0,3,4,1,,1,1,74244,7261,13115,53868,33,1,5,8,0,0,160,0,500,1482.37,4,5,2008,1
0,0.0,3,0,3,1.0,2,1,68191,11059,9399,47733,48,0,4,8,0,-61600,286,0,2000,1310.09,2,6,1997,1
0,2.0,3,4,3,1.0,2,1,68338,11560,8941,47837,48,1,4,1,0,-61600,291,0,2000,1300.13,2,12,1996,1
0,2.0,3,4,3,1.0,2,1,68932,13569,7111,48252,50,1,4,8,0,-61600,311,2,2000,1260.22,2,12,1995,1
0,0.0,3,4,3,0.0,2,1,68626,12532,8056,48038,49,1,1,8,0,0,300,2,2000,1280.81,4,12,1996,1
0,1.0,4,0,3,0.0,1,1,55873,5522,6176,44175,35,0,0,4,0,0,138,1,500,1265.68,4,6,1998,1
0,1.0,4,4,3,0.0,1,1,45447,4268,7037,34142,30,0,0,4,0,-51000,98,2,500,940.1,4,10,1999,1
0,1.0,4,4,3,0.0,1,1,42363,3897,7292,31174,28,1,0,10,0,0,86,2,500,843.8,0,6,2000,1
0,1.0,0,4,3,0.0,0,1,62288,6321,6321,49646,40,0,6,12,38500,0,261,2,1000,1344.81,5,6,2003,1
0,2.0,1,2,3,1.0,0,1,62090,6312,6312,49466,40,0,0,12,0,0,262,2,1000,1344.11,4,6,2003,1
0,1.0,0,2,3,0.0,0,1,61899,6302,6302,49295,40,0,6,12,0,0,263,2,1000,1343.45,4,11,2003,1
2,1.0,0,1,1,1.0,0,1,49181,4918,7618,36645,35,0,4,12,0,0,187,0,1000,1419.92,4,10,2008,1
2,1.0,0,4,1,0.0,0,1,47474,4747,6522,36205,35,0,0,10,53800,0,190,0,1000,1415.33,3,8,2006,1
2,1.0,4,2,1,,0,0,85690,15580,15580,54530,30,0,2,6,0,0,9,0,1000,1073.83,1,3,2011,0
2,1.0,1,6,1,1.0,1,1,70378,6519,13039,50820,35,0,6,11,73700,0,47,2,2000,1662.57,2,3,2011,1
0,1.0,4,4,1,1.0,1,1,72559,6667,13333,52559,34,0,2,11,33500,-58900,33,1,2000,1630.58,1,3,2011,1
2,1.0,4,4,2,1.0,1,1,68197,6372,12744,49081,35,0,2,5,73700,0,60,2,2000,1694.54,1,3,2012,1
2,0.0,1,5,1,,0,1,56332,506,6203,49623,38,0,4,7,0,0,197,1,500,1386.23,5,5,1999,1
2,0.0,1,5,1,0.0,0,1,60259,2734,6392,51133,36,1,5,8,0,0,170,0,500,1350.14,5,5,1999,0
2,1.0,1,5,1,,1,1,48698,4750,9500,34448,48,1,1,7,66200,0,292,2,2000,1226.04,5,3,2001,1
0,2.0,0,6,3,1.0,0,1,34160,0,4270,29890,31,0,0,3,0,0,115,2,1000,1051.67,1,2,2005,1
2,1.0,1,2,1,,1,1,54981,5491,10981,38509,44,1,4,4,66200,0,236,2,2000,1184.42,5,8,2002,1
0,2.0,4,0,3,1.0,1,1,37667,1957,5931,29779,29,1,3,3,0,-51000,97,2,736,916.46,1,6,2002,1
0,1.0,1,4,3,0.0,0,1,56139,9804,5614,40721,38,1,0,1,26500,0,155,0,500,1367.61,4,11,1998,1
0,1.0,1,4,3,0.0,0,1,55570,10552,5557,39461,38,1,0,10,26500,0,156,0,500,1367.84,4,10,1998,1
0,1.0,1,6,3,,1,1,58137,7178,5814,45145,37,1,0,10,44000,0,152,0,500,1366.81,4,10,1998,1
0,1.0,1,6,3,0.0,0,1,57031,8632,5703,42696,38,1,2,1,44000,0,154,0,500,1367.25,3,11,1998,0
2,0.0,1,6,1,0.0,2,1,61320,10220,10220,40880,48,1,3,13,0,-72000,280,0,1000,1387.35,1,3,1998,0
2,1.0,3,5,2,0.0,1,1,67949,7681,7681,52587,29,1,6,0,13100,0,102,1,1000,1261.36,1,14,2004,1
0,1.0,4,1,4,1.0,1,1,52850,5265,5464,42121,37,1,2,3,0,-52500,157,2,500,1095.51,4,1,2010,1
0,1.0,4,1,3,,2,1,45121,4212,7209,33700,36,1,2,3,44900,-51800,171,1,500,1163.85,4,1,2007,1
0,1.0,4,1,4,1.0,1,1,52613,5233,5518,41862,37,1,2,3,44900,-51800,157,1,500,1097.61,4,1,2010,1
0,1.0,4,1,4,,1,1,51896,5135,5679,41082,37,1,2,3,44900,-51800,159,2,500,1103.94,1,1,2009,1
2,1.0,1,2,1,1.0,2,1,60663,0,9971,50692,28,1,1,11,0,0,101,0,895,974.1,3,9,2006,1
2,1.0,4,4,1,1.0,2,1,59349,0,10229,49120,27,1,1,11,0,0,84,0,944,980.75,5,12,2007,1
2,1.0,4,2,1,,2,1,62993,0,9515,53478,30,1,2,1,0,0,130,2,807,962.31,3,12,2004,1
0,1.0,4,1,3,1.0,0,0,79680,13280,13280,53120,45,1,3,7,59800,0,254,0,500,1083.64,0,3,2004,0
2,1.0,4,2,1,1.0,2,1,67328,0,8666,58662,34,0,1,1,0,0,183,2,645,940.36,5,9,2000,1
0,1.0,4,4,3,1.0,1,0,84725,14433,12562,57730,37,1,2,10,0,-51200,213,0,1000,1261.83,3,5,1998,1
0,0.0,4,2,3,1.0,1,0,77109,13897,7623,55589,34,1,2,10,0,-51200,191,0,1000,1330.35,3,5,1995,1
0,0.0,1,4,3,,1,0,84507,14417,12421,57669,37,1,2,1,87800,-51200,212,0,1000,1263.78,3,5,1998,1
2,0.0,3,2,1,1.0,0,1,83351,7577,15155,60619,35,1,5,9,0,0,184,0,757,1261.08,4,3,2006,1
2,0.0,3,2,1,1.0,0,1,84586,7690,15379,61517,36,0,5,9,0,0,188,0,794,1229.93,4,3,2006,1
2,0.0,1,2,1,1.0,0,1,91518,8320,16640,66558,38,1,5,13,0,0,211,0,1000,1055.14,3,5,2005,1
2,0.0,3,2,1,1.0,0,1,83229,7566,15133,60530,35,0,5,13,0,0,184,1,754,1264.16,4,5,2006,1
2,0.0,3,4,1,,1,1,73031,8542,11851,52638,35,1,5,9,61100,-64500,172,0,500,1490.24,2,5,2007,1
2,0.0,1,4,1,0.0,1,0,61740,6860,6860,48020,30,0,2,2,78800,0,141,0,1000,1851.78,2,2,2002,0
2,0.0,3,2,1,1.0,1,1,74150,7361,13017,53772,33,0,5,9,61100,0,161,0,500,1482.99,2,5,2008,1
2,0.0,3,4,1,1.0,1,1,70383,11336,9094,49953,39,0,5,8,61100,-64500,197,0,500,1507.4,4,5,2005,1
2,1.0,4,4,1,0.0,0,0,56179,10214,9014,36951,34,0,3,11,0,0,164,2,500,1222.48,1,3,2007,1
2,1.0,4,4,1,0.0,1,0,58026,10550,7468,40008,37,0,3,9,55600,0,208,1,500,1305.31,1,3,2006,1
2,2.0,4,4,1,0.0,0,0,57497,10454,7912,39131,36,1,3,11,0,0,195,2,500,1281.53,1,3,2006,0
2,1.0,4,3,1,0.0,1,0,57866,10521,7602,39743,37,1,3,11,0,0,204,1,500,1298.14,4,3,2006,1
0,1.0,4,4,3,0.0,0,1,63244,7646,6445,49153,41,0,6,0,11000,0,266,1,909,1381.19,4,11,2002,1
0,1.0,4,4,4,0.0,0,1,61689,9893,6507,45289,44,0,6,12,11000,0,284,1,744,1435.86,4,11,1999,1
1,,2,5,1,0.0,0,0,6400,640,640,5120,55,1,1,1,24000,-50500,441,1,500,1270.29,0,7,2002,0
0,1.0,1,4,4,0.0,0,1,60158,12104,6569,41485,47,0,6,12,11000,0,301,1,581,1489.67,4,11,1997,1
0,2.0,4,6,3,,2,1,70527,6629,12823,51075,41,0,3,8,53100,-36200,223,2,1968,1101.58,0,13,2011,1
0,2.0,4,2,4,,2,1,72598,10351,13200,49047,37,1,3,3,41200,-43900,186,2,1445,1069.05,4,13,2008,1
0,2.0,3,2,4,,2,1,74181,13198,13487,47496,34,1,3,3,53100,-43900,157,2,1045,1044.18,4,13,2005,1
2,1.0,4,2,1,,0,0,67182,8200,792,58190,31,0,5,10,51900,0,136,0,566,1046.18,3,12,2012,1
2,0.0,3,2,1,,1,1,60536,6125,5769,48642,28,0,5,10,0,0,66,1,979,991.22,4,13,2004,1
2,1.0,3,2,1,,0,0,67401,8268,628,58505,31,0,5,9,51900,0,138,1,552,1047.99,3,13,2012,1
0,1.0,3,4,3,0.0,2,1,62626,6760,6760,49106,47,0,1,7,61100,0,347,2,2000,1279.7,4,2,2004,1
2,1.0,1,4,1,1.0,1,1,60600,12120,6060,42420,55,0,4,7,35900,0,381,2,500,1459.99,5,1,2011,0
0,0.0,3,4,3,,2,1,62539,7001,7001,48537,47,1,1,7,0,-30700,344,1,2000,1282.71,0,5,2004,1
0,1.0,3,4,3,,1,0,61266,10504,10504,40258,45,0,1,7,0,0,288,1,2000,1326.52,0,5,2010,1
2,1.0,1,2,1,,1,1,58411,5452,10904,42055,40,0,1,7,46800,-87300,158,2,2000,1211.69,5,2,2000,1
3,,4,3,1,,2,1,4699,470,940,3289,31,0,3,2,0,-36400,47,1,637,1051.88,4,9,2008,1
3,,4,6,1,,2,1,4640,464,928,3248,32,0,2,8,0,-36400,55,0,664,1062.79,4,14,2008,1
2,2.0,0,1,1,1.0,1,1,52192,5219,9551,37422,33,0,4,12,0,0,182,0,1000,1428.02,4,10,2012,1
2,2.0,0,1,1,1.0,0,1,46842,4684,6116,36042,36,0,0,12,0,0,191,2,1000,1413.63,3,8,2005,1
2,1.0,4,4,1,1.0,1,1,53651,5365,10488,37798,32,0,4,12,0,0,180,0,1000,1431.94,3,10,2013,1
2,1.0,1,2,1,0.0,0,1,60872,6720,7114,47038,41,1,1,1,37800,-50300,223,2,2000,1064.49,5,7,1995,1
2,0.0,1,2,1,0.0,0,1,59787,6486,7900,45401,42,1,4,1,37800,0,225,2,2000,1087.71,5,7,1997,1
2,0.0,1,2,1,,0,1,61025,6753,7001,47271,41,1,4,7,25800,0,222,2,2000,1061.18,5,7,1995,1
2,0.0,1,6,1,0.0,0,1,60919,6730,7080,47109,41,1,1,7,37800,0,223,2,2000,1063.49,1,8,1995,1
2,2.0,0,1,1,1.0,2,0,52250,9500,4750,38000,34,0,3,8,0,0,145,1,1000,1142.48,2,12,2012,0
2,1.0,0,4,1,0.0,2,1,53544,10709,5354,37481,36,1,6,3,84900,0,217,1,1221,1108.61,3,14,1996,1
2,1.0,4,4,1,1.0,2,1,52183,10437,5218,36528,37,1,6,3,84900,-51500,221,0,1153,1093.94,3,14,1996,1
0,2.0,4,4,2,0.0,2,1,105015,16156,12223,76636,41,0,3,2,0,0,214,1,500,901.42,5,4,2009,1
0,2.0,3,4,1,0.0,1,0,111870,17211,16968,77691,41,0,3,2,59400,-78600,194,2,500,850.39,1,4,2011,1
0,2.0,0,1,4,,1,1,53341,4895,7091,41355,39,1,2,3,0,-51800,210,1,500,1092.22,4,12,2012,1
0,1.0,0,1,4,,1,1,53375,5154,6073,42148,38,1,2,0,0,-49600,179,1,500,1091.31,2,7,2011,1
0,1.0,3,4,2,,0,1,53900,5390,10780,37730,60,0,4,3,0,-44800,479,0,1000,1188.45,2,11,2006,1
0,2.0,4,6,4,,1,1,53373,5135,6148,42090,38,1,2,0,0,-51800,181,1,500,1091.38,4,7,2011,1
0,1.0,4,2,3,,0,1,50572,5435,7090,38047,33,1,6,3,28900,-42300,150,1,2000,1094.95,1,3,2006,1
0,0.0,4,2,3,,0,1,50571,5436,7086,38049,33,1,6,3,36100,0,150,1,2000,1094.94,2,3,2006,1
0,0.0,4,2,3,,0,1,50678,5416,7352,37910,34,1,2,3,28900,-42300,157,1,2000,1095.5,2,10,2007,1
0,1.0,3,2,3,,0,1,50063,5529,5829,38705,30,1,6,3,28900,0,120,1,2000,1092.31,2,3,2004,1
2,1.0,3,6,1,,1,1,73909,14782,7391,51736,39,0,6,5,0,-58400,229,2,500,965.05,4,13,2014,1
2,1.0,3,4,1,,2,1,75867,15173,7587,53107,41,0,1,5,0,0,231,1,500,951.73,1,3,2015,1
2,1.0,1,4,1,,1,1,73914,14783,7391,51740,39,1,1,5,0,-58400,229,2,500,965.01,4,3,2014,1
2,2.0,3,1,1,,2,1,66282,16276,11008,38998,38,1,3,2,0,0,217,0,1051,1388.14,4,4,2012,1
3,,2,6,1,,2,1,2640,220,440,1980,35,1,5,0,40000,-43400,215,0,1000,1125.4,0,8,2001,0
2,1.0,3,5,1,,2,1,66189,16168,10981,39040,38,0,3,2,0,0,217,0,1065,1389.15,2,4,2012,1
2,2.0,3,1,1,,1,1,63826,13395,10296,40135,38,0,0,2,0,0,224,1,1442,1415.1,2,4,2012,1
2,2.0,4,5,1,,2,1,65086,14873,10661,39552,38,1,3,12,0,0,221,0,1241,1401.27,4,4,2012,1
0,1.0,4,2,3,,2,1,37573,7380,4175,26018,28,1,6,11,35100,0,123,2,1833,1377.36,3,5,2008,0
0,1.0,3,2,3,,1,1,51950,5808,5772,40370,26,1,6,6,35100,0,71,2,1009,1201.4,3,5,2012,0
0,1.0,3,2,3,0.0,1,1,51046,5906,5672,39468,26,0,1,6,35100,0,74,2,1061,1212.47,3,10,2012,1
1,,2,2,1,,0,1,8215,1444,722,6049,43,1,0,4,66000,-6300,232,0,1000,1480.58,2,1,2011,0
3,,2,2,1,0.0,0,1,7303,1367,684,5252,43,0,3,11,66000,-6300,230,0,1000,1535.52,2,9,2010,0
3,,2,1,1,1.0,0,0,8970,1380,1380,6210,33,1,2,13,0,0,41,2,500,1294.41,0,5,2011,0
1,,2,2,1,0.0,0,1,8387,1458,729,6200,43,0,0,4,66000,-6300,233,2,1000,1470.15,4,9,2011,0
0,0.0,0,2,3,0.0,1,1,77846,17568,10740,49538,32,1,2,4,51400,-77000,125,1,1000,1450.89,5,12,2014,0
0,0.0,4,2,3,,1,1,77536,16072,12123,49341,31,1,6,4,51400,-64000,120,1,1000,1496.18,0,12,2014,0
0,0.0,1,5,3,0.0,2,1,56342,9964,9964,36414,39,0,1,12,0,0,187,0,1266,1127.59,4,4,2013,0
0,0.0,4,5,3,0.0,2,1,56518,9986,9986,36546,39,1,0,12,64000,0,188,0,1275,1127.24,4,2,2013,0
1,,4,6,1,,0,1,11105,1490,1490,8125,38,1,0,7,43700,0,181,0,500,1449.11,3,13,2010,0
1,,2,2,1,,1,1,6000,1000,1000,4000,31,1,4,8,0,0,45,1,500,1459.5,1,12,2000,0
2,,4,6,1,0.0,1,1,25979,2637,2637,20705,34,0,6,3,43700,0,43,1,500,1443.62,3,13,2012,1
2,,4,6,1,,1,1,21728,2309,2309,17110,35,1,0,3,0,0,82,1,500,1445.19,3,13,2011,0
1,,4,6,1,,0,1,7693,1227,1227,5239,39,1,0,7,0,0,213,1,500,1450.37,0,13,2010,0
2,1.0,4,1,1,0.0,2,1,42501,4722,4722,33057,42,0,1,8,0,0,213,0,507,1317.36,5,11,1996,0
2,1.0,4,4,1,0.0,2,1,43008,4779,4779,33450,42,0,6,6,36600,-39300,214,1,525,1321.59,5,11,1996,0
2,1.0,3,1,1,0.0,2,0,55186,6132,6132,42922,41,1,6,8,36600,-39300,249,1,950,1423.21,5,11,1995,1
2,0.0,4,4,1,1.0,2,1,70609,7002,14005,49602,41,0,5,3,0,0,210,2,963,1143.43,2,6,1996,0
2,0.0,4,4,1,0.0,2,1,80815,7567,15134,58114,42,0,5,12,0,0,226,2,675,1211.7,2,14,2000,0
0,0.0,4,4,3,1.0,1,1,102611,17680,13577,71354,58,0,3,3,0,-51000,425,2,2000,1071.44,1,2,2008,1
0,2.0,1,4,3,1.0,1,1,107294,17680,15138,74476,59,0,3,12,0,-51000,433,2,2000,1096.44,2,2,2007,0
0,0.0,1,4,3,1.0,1,1,110856,17680,16325,76851,60,1,2,3,0,-51000,440,2,2000,1115.46,1,10,2007,0
0,0.0,1,4,3,1.0,1,1,99360,17680,12493,69187,57,0,3,3,0,-65400,419,2,2000,1054.08,1,10,2008,0
2,0.0,0,6,1,,1,0,53819,4485,8970,40364,24,0,1,10,0,-42500,61,1,599,1205.41,5,4,2001,0
2,0.0,0,6,1,,1,1,52009,4334,8668,39007,24,0,1,0,43000,-42500,62,1,665,1198.75,5,11,2001,0
2,0.0,0,4,1,,1,1,48445,4037,8074,36334,25,0,1,10,43000,0,63,2,795,1185.62,5,4,2002,0
2,1.0,0,6,1,,1,1,45545,3795,7591,34159,26,0,1,0,0,0,64,2,901,1174.94,5,4,2003,0
1,,2,5,1,0.0,1,1,8274,1354,828,6092,37,1,4,12,52800,0,186,2,635,982.56,2,13,2009,0
1,,4,5,1,,1,1,7548,1183,1041,5324,35,1,4,12,52800,0,139,2,901,949.01,5,1,2010,0
0,0.0,1,3,3,,1,1,50544,7862,6418,36264,28,0,1,6,0,0,46,1,805,1211.04,3,14,2013,0
0,0.0,1,2,3,,1,1,51781,6226,5922,39633,26,0,1,6,0,-88300,65,1,959,1201.88,3,10,2012,0
2,2.0,4,2,1,0.0,2,1,57852,6325,5725,45802,34,1,1,6,53500,0,195,1,958,818.28,2,12,2010,0
2,0.0,4,2,1,,1,1,62339,8080,6029,48230,33,0,2,9,0,0,183,1,855,793.72,4,4,2011,0
